Mean_Az,Var_Az,Dom_Freq,Energy,Label
9.812703660555124,0.0012075584273034486,37.5,2.4664575501121115,0
9.81245674899048,0.0011927641206547184,37.5,2.4378525421443653,0
9.81388322637253,0.0011724250461307506,21.875,2.4010946013172747,0
9.813921974747092,0.0011703901086953742,21.875,2.3969041684869983,0
9.813218535406248,0.0011662366879518435,21.875,2.3869133529037194,0
9.81326114113923,0.0011730835375720497,21.875,2.4007806841427985,0
9.813745526519023,0.0011620728648964048,21.875,2.3795549604255593,0
9.812676624518394,0.001209248833213427,21.875,2.4756930149227907,0
9.81350131231959,0.0011546022925285697,21.875,2.36020965708963,0
9.813471050134153,0.0011526229106718305,21.875,2.355971994732516,0
9.813193591508677,0.0011402119208585228,21.875,2.332099800524665,0
9.813103482833508,0.0011459176153874307,21.875,2.343317709430581,0
9.814029857545052,0.0011888586451747807,43.75,2.424527758233996,0
9.813820047658425,0.0011939011510316284,43.75,2.432841638668493,0
9.812321559315357,0.0013392636450959828,43.75,2.740967517912923,0
9.81118145936971,0.001269619723893826,25.0,2.5912430370512656,0
9.811732953950491,0.0012681423912944303,25.0,2.582875457000354,0
9.812021502154328,0.0012701283451051603,25.0,2.589893074049962,0
9.81224167691866,0.0012767323204250813,25.0,2.6011975759366006,0
9.811665045671178,0.001248387881600567,25.0,2.536391918420539,0
9.81191444141188,0.001250872146975692,25.0,2.5381356816339555,0
9.812051025377679,0.0012566612869460583,25.0,2.5518547767970303,0
9.811974624118623,0.00125635917633122,25.0,2.552244803201349,0
9.812314010749782,0.0012531130010886098,25.0,2.549788661579663,0
9.811569705234398,0.0012915715071863587,25.0,2.6360932590818726,0
9.81143021623957,0.001281324642322417,25.0,2.613867106111678,0
9.812450046756434,0.001240896855015531,25.0,2.5195795580232,0
9.812810846591042,0.001221432595770125,25.0,2.4842692135559608,0
9.812966102470602,0.0012268469529191463,25.0,2.4934642028844354,0
9.813138657788215,0.001231193968274733,25.0,2.504465387522801,0
9.812291219850849,0.0011855171883606527,25.0,2.419455038010926,0
9.81149754324646,0.0012713047956970126,25.0,2.5872412516568972,0
9.811681232570596,0.0012586316742612157,25.0,2.559089058762107,0
9.810738847521904,0.001147320350713503,25.0,2.317675541576101,0
9.810001324739213,0.001185056820298484,25.0,2.405793786854627,0
9.810764988918923,0.0012678639400364117,29.6875,2.584252899011154,0
9.811342283585141,0.0013123364956477257,29.6875,2.668847630297882,0
9.810862321003542,0.0013398143185004104,29.6875,2.7186912875964127,0
9.810787327572468,0.0013355541910923267,29.6875,2.711033566660043,0
